VehID,LinkID,Time,Vehicle_type,Av_link_speed,acc,dec_coast,avg_VSP,norm_VSP,NOx,HC,CO,PM,PN,NO,veh_group,link_speed_av
NA,20939,NA,NA,NA,NA,NA,NA,NA,0.503013738293245,0.503013738293245,0.503013738293245,0.503013738293245,23004897737302.105,0.503013738293245,car,50
NA,20940,NA,NA,NA,NA,NA,NA,NA,2.897667551291068,2.897667551291068,2.897667551291068,2.897667551291068,10008173033750.764,2.897667551291068,car,50
NA,20941,NA,NA,NA,NA,NA,NA,NA,4.8163581849253846,4.12328167030001985,4.8412917150029932,4.008985363987048536,10077674235374.033,4.19309775261993653,car,50
NA,20942,NA,NA,NA,NA,NA,NA,NA,6.2300834572168906,6.27972185881866574,6.9088618912826536,6.020387481046475645,22865895334055.566,6.43813214215144214,car,50
NA,20943,NA,NA,NA,NA,NA,NA,NA,8.8163581849253846,8.12243145188415765,8.8354897031753863,8.008923395959551649,10008173033750.764,8.19176604398117833,car,50
NA,20944,NA,NA,NA,NA,NA,NA,NA,9.8163581849253846,9.12243145188415765,9.8354897031753863,9.008923395959551649,10008173033750.764,9.19176604398117833,car,50
NA,20939,NA,NA,NA,NA,NA,NA,NA,0.503013738293245,0.503013738293245,0.503013738293245,0.503013738293245,23004897737302.105,0.503013738293245,car,50
NA,20940,NA,NA,NA,NA,NA,NA,NA,2.897667551291068,2.897667551291068,2.897667551291068,2.897667551291068,10008173033750.764,2.897667551291068,car,50
NA,20941,NA,NA,NA,NA,NA,NA,NA,4.8163581849253846,4.12328167030001985,4.8412917150029932,4.008985363987048536,10077674235374.033,4.19309775261993653,car,50
NA,20942,NA,NA,NA,NA,NA,NA,NA,6.2300834572168906,6.27972185881866574,6.9088618912826536,6.020387481046475645,22865895334055.566,6.43813214215144214,car,50
NA,20943,NA,NA,NA,NA,NA,NA,NA,8.8163581849253846,8.12243145188415765,8.8354897031753863,8.008923395959551649,10008173033750.764,8.19176604398117833,car,50
NA,20944,NA,NA,NA,NA,NA,NA,NA,9.8163581849253846,9.12243145188415765,9.8354897031753863,9.008923395959551649,10008173033750.764,9.19176604398117833,car,50
NA,20939,NA,NA,NA,NA,NA,NA,NA,0.503013738293245,0.503013738293245,0.503013738293245,0.503013738293245,23004897737302.105,0.503013738293245,car,50
NA,20940,NA,NA,NA,NA,NA,NA,NA,2.897667551291068,2.897667551291068,2.897667551291068,2.897667551291068,10008173033750.764,2.897667551291068,car,50
NA,20941,NA,NA,NA,NA,NA,NA,NA,4.8163581849253846,4.12328167030001985,4.8412917150029932,4.008985363987048536,10077674235374.033,4.19309775261993653,car,50
NA,20942,NA,NA,NA,NA,NA,NA,NA,6.2300834572168906,6.27972185881866574,6.9088618912826536,6.020387481046475645,22865895334055.566,6.43813214215144214,car,50
NA,20943,NA,NA,NA,NA,NA,NA,NA,8.8163581849253846,8.12243145188415765,8.8354897031753863,8.008923395959551649,10008173033750.764,8.19176604398117833,car,50
NA,20944,NA,NA,NA,NA,NA,NA,NA,9.8163581849253846,9.12243145188415765,9.8354897031753863,9.008923395959551649,10008173033750.764,9.19176604398117833,car,50
